Komentar,Sentiment
Gw kadang suka bingung kadang kita bayar pake qris terus si yang jual minta foto bukti transaksi itu dulu buat apa coba.. bukan bisa di cek yak kalo ditanya dalilnya buat bukti kan dodol sumpah. Ini jadinya Konsepnya pembayarannya udah modern tapi orang yang gunainya kolot.,negative
wtb netflix harian tapi yg bisa bayar qris 2 kali soalnya saldonya kepisah pisah bm nonton bgt #zonauang #zonajajan,neutral
Kapok gw keluar gabawa cash kesusahan sndiri mana pas mau scan qris sinyal kayak eek,negative
hi! gi! kalian yg pake qris buatnya dimana yh sender mau buat tapi bayar 30k kalo lewat app qris T^T *kalo oot bilang aja yh biar sender delete,neutral
Waktu itu pernah mau bayar pake qris aku ngomongnya kris tpi penjualnya bilang kaya mastiin berulang kyuras kyuris mulu wkwkwkwk. ,negative
Pernahhh mau bayar pake qris terus aku nyebutnya Kris yg jualnya malah saling liat2an terus ketawa anyingggggg kesel bgt deh kalo inget,negative
mau scan qris 70k get brp ya #zonauang #zonabu,neutral
@tanyakanrl Masuk tahun 2024 ini udah jarang bilang kris atau kyuris. Sekarang kalau mau bayar cukup bilang QR aja kasir udah pasti tau maksudnya bayar pakai scan QRIS.,neutral
Ditlantas Polda Sulbar Mudahkan Layanan Administrasi Wajib Pajak Kini Hadir Scan Qris https://t.co/ND5LhnsYAt https://t.co/qBubWU5uCe,neutral
eh hue bru tau dah di Indomaret tuh bisa bayar pake qris kan???,neutral
Cashback 100% Rp15.000 Mulai Sabtu Besok QRIS Bank Saqu 6.000 Transaksi Pertama Seluruh Outlet BISA COMBO dengan Info Promo Jenius ini https://t.co/gufebuATWZ,neutral
Dari jajan di warung sampai belanja di mall bayar via scan QRIS JAKOne Bank DKI emang paling bisa diandalkan! #MudahPakaiPRIMA,positive
Re-charge dulu badannya dengan jajan pakai QRIS neobank yuk! Info soal QRIS neobank klik https://t.co/xz3xcwlHVT &amp; jika ingin pakai QRIS neobank klik https://t.co/qEpN9eeFAm Bank Neo Commerce Tbk berizin &amp; diawasi OJK serta merupakan bank peserta penjaminan LPS. https://t.co/Xv3MaIsmVJ,neutral
haloo yang pakai qris BCA biasanya berapa lama masuk ke rekening nya? #zonauang #zonajajan #zonaba makasih,neutral
 Mana nih suaranya yang kemaren lagi cari promo Bluebird dan Silverbird? Nih bukan cuman angan-angan lagi tapi Beneran ada cashback 20% per transaksi pakai OCTO Pay. Biar tetep hemat pas jalan kemana-mana jangan lupa scan QRIS untuk setiap transaksi! Info: https://t.co/dvr6ZzaGRX,positive
KALO GAK BISA BAYAR PAKE QRIS TUH MBOK YA GAUSAH DIPAJANG https://t.co/D7IZSsiGxm,neutral
DISKON 30% PAKAI QRIS! Pakai QRIS MotionBank diskon s.d 30% di Brawijaya Hospital Saharjo Info: https://t.co/Xegq8mTMlM ️ Berlaku s.d 31 Desember 2024 ⬇️ https://t.co/jVTEhgQts2 ️ 1500188 | https://t.co/XyB8a7atrQ | https://t.co/S4YLPHuwJR #MNCBank #MotionBank https://t.co/lPtt70ZPAi,neutral
DISKON 30% PAKAI QRIS! Pakai QRIS MotionBank diskon s.d 30% di Brawijaya Hospital Saharjo Info: https://t.co/S7OXVkixqI ️ Berlaku s.d 31 Desember 2024 ⬇️ https://t.co/kBycpi3ZiM ️ 1500188 | https://t.co/lgtZKaa0iG | https://t.co/y2PYH4oBdU #MNCBank #MotionBank https://t.co/Z7KEJyNvt9,neutral
Transaksi QRIS Kaltim tumbuh signifikan capai Rp1 68 triliun https://t.co/28lNzanJkv,neutral
need cv saldo mandiri ke gopay lewat scan qris dong mau di bawah 10k soalnya tia! #zonauang,neutral
guys kalau mau bayar pakai qris boleh yaaa dm aku ajaaa ,neutral
Minum teh di cafe. Mau bayar pakai QRIS. Kasir: Hanya terima (bank) Mandiri ya kak...Beginilah yg membuat ekosistem digital kita lemah. Sudah jelas QRIS masih pilih-pilih bank.,negative
OPEN PO ENHYPEN OFFICIAL LIGHTSTICK DP 450.000 570.000 ️ Bersih Ina ️ Grup Order ️ Scan Qris Jatim https://t.co/BJBz4HLrMi,neutral
transaksi pake qris pending saldo dah kepotong ditunggu gak masuk2 endingnya duit balik lagi ke pembelinya tipikal qris dari bank sering bgt begitu nyusahin,negative
Fase aku menyebut QRIS: 1) Kyuris 2) Scan ️ 3) KRIS 4) Pakai (((ini))) bisa? (nunjuk QRIS) ,neutral
Padahal kelebihan bayar qris Napa ga pake uang tunai aja anying balikin yg lebih nya ribet amat sihhh,negative
Setelah sekian lama gak naik BST akhirnya naik BST juga dan merasakan jalur contraflow Naik BST di Solo bayarnya cuman 3.700 bisa bayar pakai QRIS dan Kartu Elektronik/E-Toll. Lumayan kan bisa berhemat kalau dibanding naik ojol https://t.co/GWTHiJfMl3,positive
anjirrr gue degdegan bgt cuyyy ini hampir ga kebayar makanan gue gegara ga bisa debit trs pas mo scan qris tbtb trouble untung tu qris tbtb benerrrrr ,negative
saat Lagi Bayar Tiket Bus RAPI Pakai QRIS Tapi Ngelag https://t.co/D5rmtVL4zc,neutral
Flexing peak versi Erin: Beli kopi di Tomoro ditawarin promo BNI atau BRI Gausah gapapa Kak. Aku punya uang kok. I can pay. Thank you. /Lanjut scan qris/,positive
Lembur dan nih tim IT BCA. Wkwkwk. Kasian yg pada mau bayar pake Qris bca mobile error.,negative
apa gua delete mbanking aja ya ini dikit2 scan qris sana sini lgsg HANGUS UANG ENTAH KMN,negative
Dah lah guys gausa make blu lebih banyak - daripada + Gua bayar qris ke merchant aplikasinya lemot dan taunya ke dobel (gapake pin ya gua settingnya) tapi gaada pop up notif apapun kalo transaksi berhasil dan gua gasadar kl uda dobel transaksi. Uda lapor tp proses 17hr kerja,negative
2024 makan nasi goreng gerobakan bayar pake Qris. Pas beli sabun ke @alfamart mas bisa pake Qris? Dijawab tinggal cash only kak Warung madura tunjukkan pesonamu ️,neutral
ada jasa cv dari neobank ke gopay? tapi pakai no rek ya bukan pakai qris #zonauang,neutral
Want to sell wts kuota xl dan axis Sharing 160gb rewards Kuota fix 67 5gb sblm di+ lokal Area 4 dapet 125gb AKTIF HARI INI HARGA 88k sisa 5 slot Bisa Add Dulu Bisa all payment pakai QRIS Wa untuk fastresp https://t.co/dwgaOyEbbk #zonauang,neutral
Cashback Gajian hingga Rp50 Ribu~ Yuk belanja berbagai kebutuhan akhir bulan di Gramedia pakai QRIS D-Bank PRO #SelaluMenggoda! Periode program: 25 31 Mei 2024 Info: https://t.co/Tkp67iSThq #TumbuhBersama #Danamon #DBankPRO https://t.co/pLGDgBV9Nw,neutral
Hallo Sob! Menggunakan transportasi yang satu ini sangat praktis loh Sob cukup membayar dengan menggunakan metode scan Qris kamu sudah bisa berkeliling Kota Solo dengan nyaman &amp; praktis. https://t.co/UWe9gPRBP9,positive
demi dah boros bgt dikitdikit scan qris cokkkkkk,negative
pengen hemat sepanjang bulan tp kek keluar kamar dikit scan qris ketemu orang dikit gesek kartu alfamart dikit tap emoney,neutral
Ada juga Cashback Gajian di akhir bulan hingga Rp50 Ribu! Let s go ke Gramedia pakai QRIS D-Bank PRO #SelaluMenggoda Periode hingga 31 Desember 2024 Info: https://t.co/2pNFxGZi07 #DBankPRO #SelaluMenggoda https://t.co/Te7U9Q2cEs,neutral
Diskon s.d 15% di Prodia Dapatkan diskon s.d 15% di Prodia dengan transaksi menggunakan QRIS MotionBank Info: https://t.co/bFIqOWSFwB ️ Berlaku s.d 31 Januari 2026 ️ 1500188 | https://t.co/cZDCrvIzf3 | https://t.co/BzhK0K6DYV #MNCBank #MotionBank https://t.co/lg4yCvisxn,neutral
Berhasil Secured 2024 Byeon Woo Seok Asia Fanmeeting Tour Summer Letter in Jakarta 1 tix VIP 1 tix GOLD Walaupun bodoh dipembayaran :) Yang mau di Singapore insyaAllah bisa soalnya td karena pake mastercard jadi gabisa usahakan pakai visa/qris https://t.co/Y3JqMvQwEw,neutral
bengong dikit langsung scan QRIS ,negative
need jasa convert spay ke mandiri/dana/seabank. Pay bisa scan qris #zonauang #Zonajajan,neutral
Tips dari gue bayarnya pake qris. Langsung dapet WA ga nyampe 10 detik..,neutral
Mau ceritaa jadi aku beli tiket sancaka go show jam 16.40. Lalu beli lah aku online dan bayar pakai QRIS ternyata tiketnya gak berhasil tapi saldoku udah kepotong. Ditunggulah 1 jam tetep aja gak muncul2 tu kode bookingnya. Trs aku ngide 30 menit,neutral
Want to buy akun kosongan yang include emailnya kalau bisa yang bayarnya pakai qris #zonauang #zonajajan,neutral
Di kalianda ini makan apa sih yang bisa bayar pake qris,neutral
hsr! ada qris deco yang bisa pakai karakter hsr ga yaa? aku mauu belii (atau resize layout ke qr deci jugak boleh) mAKASIi,neutral
 guyss di key key vi itu bisa bayar pakai qris 0vo ga ya??,neutral
di suatu cgv : slmat datang mau nonton film apa? : *sebut judul film* yang jam 15.40 ya : *ngomong tapi kependam suara orang lagi perform* : ? ya? dapat minum gratis? : ...? enggak : .... : .... : *aduh mau pulang* bisa bayar pake qris? : oh boleh,negative
dailei- kalian qrisnya pake qris apa? terus nyimpen hasil nge-bea bagusan di bank apa yaa? Thank you!,neutral
Huahhh jadi laper kan! Semudah itu jajan pake Qris di Flip yaa Kak! Mana nih pasukan jajan malem minggu pake Qris? ,negative
Tabe rencana ini mauka naik bus mamminasata rombongan sama keluarga bisaji itu pembayarnya qris tpi pake satu akun ewallet atau satu kartu emoney untuk bnyk orng?,neutral
Ujicoba POC on-ramp beli Matic (Polygon) pake QRIS full nocode cuman pake woocommerce + n8n + thirdweb engine Next coba bikin beli NFT pake QRIS :D (no gas fee needed) Kalau mau nyobain https://t.co/sgUdaLTMgz Butuh email/phone karena konfirmasi transaksi dikirim ke sana. https://t.co/f4vCEj0Y8h,neutral
 kak cara gunain trakteer itu gmn si? - Daftarnya kah? Daftar biasa kokk dia di google ya. Terus nanti kalo misal ada author yg up karyanya di trakteer bisa menggunakan pembayaran yg support sama pihak trakteer atau bisa pake qris #tellonym https://t.co/TZRpI9Or3i https://t.co/5gk0iPiDST,neutral
gk sabar pakai qris sopi ku dabis totot bgt dah,negative
 cash bikin gue boros tapi gue juga tetep asal aja scan qris tanpa peduli harga . . . https://t.co/XZR2O4xdui,negative
mau wm dan chibi commis yg cuteeee. Yg bisa payment pake qris #zonauang,neutral
yujiem circle k kinanti bisa bayar pake qris nggak yh gusy,neutral
BI: Transaksi via Kartu ATM Anjlok Tahun Ini QRIS Melesat https://t.co/MkTpbZwQvE,neutral
PRE ORDER RPWP LUCKY DRAW Soundwave / Musicart SET (3 album + 4 LD) 1.040K dp 715K est 1 65 kg 1 album + 1 LD 308K dp 210K est 550 gr LD only 130K dp 80K ️ Bersih Ina ️ Grup Order ️ Scan Qris Jatim https://t.co/hBbKHlP3R5,neutral
Masih ada juga ya pom bensin yang gak bisa cashless.. hari gini gitu pedagang cilok aja udah pake qris.,neutral
QRIS Melonjak Transaksi ATM Menurun Dratis di 2024 https://t.co/Sql1yVABB1 #beritajogja #jogja #jogjaistimewa https://t.co/yLe8ywl81u,neutral
tuker dana ke gopay bayar pake qris butuh cepettt #zonauang,neutral
Kok spaylaterku gabisa ya buat gestun? pake qris neo apa harus qris khusus? #zonauang,negative
banyak pro kontra sama hal ini. gue juga orangnya kaga bisa kaga punya cash. Kalo bayar qris mulu suka gatau diri kek anaknya mami ipel aja,negative
gw mimpi #GMMTVOuting2024 disponsori sama indom1e bjirrrr. di mimpi gw ikutan outing terus tau tau dikasih mie kuah yang kaldu ayam. DIMASAKIN POND NARAVIT aowkaowk terus di mimpi tuh gw scan qris ke force fc BUAT DAPETIN MOMEN TAYNEW ,neutral
kal ada yg beli paket kuota xl terus nomor nya pakai +62 856-6760-15035 itu penipu yahh gopay pake no itu kalo dana pake Qris nama merchant nya hengpyu store itu penipu yahh hati oke #zonauang #Zonajajan,negative
Info Promo DairyLand Cimory pakai QRIS BCA Diskon 20rb untuk tiket Pembayaran via QRIS BCA Berlaku di cabang Cisarua Cipayung Cepogo Cheese Park Boyolali Berlaku hingga 16 Juni 2024 Bantu support kami dengan like comment dan repost ya. https://t.co/z65i1dZUQH,neutral
KODE PROMO / REFERRAL BANK JAGO &gt;&gt;&gt; RAL127A6 &lt;&lt;&lt; 1. Masukkan kode referral di atas saat registrasi di aplikasi Jago 2. Wajib mengisi saldo minimal Rp 500.000 dan transaksi minimal Rp 20.000 pakai QRIS Jago 3. Pertahankan saldo selama 30 hari dapat bonus Rp 50.000,neutral
Baru beberapa hari lalu ngeliat mesin ini pada penjual cendol di petaling street KL. Hari ini ternyata udah dipake sama Dapur Jawa Pujasera Blok M Square. Pas kita berhasil bayar QRIS langsung ada notif (beserta suaranya). Keren https://t.co/MEe3nyTQUa,positive
Apa jawaban dari bisa bayar pake qris? Yak benar qris nya pake apa kak? ,neutral
 guys adakah yg pernah transaksi qris gagal tp saldo kepotong?,neutral
Aku ingin jajan tp pas liat dompet kosong.. ni abang2 nya ga bisa kah klo gw bayar pake qris aja?? nasib yg ga suka simpen uang cash banyak d dompet tau2 dh kosong aja,negative
Bs! Haiii mungkin ada yang masi cari tempat po ls nct ver 2 yang ini surabaya bisa pakai qris bisa bookslot dulu,neutral
Ba yang pake qris kalian pake qris apa? Terus biaya adminnya gede nggak? Trimakasihh #zonauang,negative
G bawa hp Percuma bawa hp kalo pas sinyalnya ilang waktu lagi bayar pake qris kan g bisa,negative
‍️ : Bayar pake QRIS bisa mbak? : Pakai bank apa mas? ‍️ : B** mbak. : Oh bisa mas. Scan disini ya. (Menunjuk ke layar LCD Bukannya satu QRIS buat semua bank ya? Kok dibeda in ,neutral
tawarin gtc premium yg bisa bayar pake qris dong #zonauang,neutral
bayarnya pake qris ya kak https://t.co/oyM1dxGjHi,neutral
Heh @kontakBRI bener-bener status pengaduan selesai saldo tidak balik lagi. Kurang asem ya untung ini nilainya nggak seberapa. Saya sangat nggak rekomen transaksi qris pakai brimo. Kalau gagal uang tidak kembali. Bener-bener bank negara yang pelayanannya kurang banget banget.,negative
Gilak ati-ati banget pakai qris brimo. Kalau gagal salah2 uang melayang. Edan ini apps. Baru kali ini ada aplikasi transaksi pembayarannya gagal tapi saldo kepotong. Dan saldo tidak balik lagi. Coba itu berapa ratus orang yg ada case sama dari nominal ribuan sampai jutaan?,negative
madt info warung madura sekitar kampus yg bisa bayar pake qris,neutral
Bismillah Yuk lengkapi Infaq subuh Pakai Qris siapa Tau ada sisa saldo Rp1000 Rp2000 dst Gopay. Link Aja. DOKU. DANA. OVO . ShopeePay. Dll Buat Yatim&amp;Duafa di Muslim Minoritas aja. Konfirmasi klik https://t.co/BevJJIo9ID https://t.co/ncLao9doK4,neutral
Jadi sim digital ya @DivHumas_Polri jadi tinggal tunjukin hp scan qris klo melanggar @kompascom @RadioElshinta,neutral
slot gacor mandalatoto link gacor cuan https://t.co/sBK9M4WNOm https://t.co/y7P0ewHDUO,neutral
KODE REFERRAL BANK JAGO RIF0F8DC 1. Masukkan kode referral di atas saat registrasi di aplikasi Jago 2. Wajib mengisi saldo minimal 500.000 dan transaksi minimal 20.000 pakai Qris Jago 3. Pertahankan saldo selama 30 hari Bonus 50.000 tunai Tag kami dari 27 bulan mei,neutral
 bisa gasih beli tiket cgv offline tapi bayar pake QRIS?,neutral
orang miskin mana yang ga punya cash? (gue) sebel banget warung sini ga mau pake qris aja kah ,negative
pernah bbrp kali trs abis itu gak jadi deh. iya sih memudahkan pake qris itu tp klo ternyata lagi pegang cash doang gimana ya. apalagi nyari atm yg bisa setor tunai kan agak jauh/susah,negative
help RT hai semuaa ku lagi cari pembeli yang sepertinya kelebihan saat bayar melalu qris dengan nominal 250k letaknya di booth C-48 day 2 sekitar pukul 17.53 dengan inisial JMH bisa dm aku dengan sebutin inisial dan bukti pembayarannya thaankyouu,neutral
Aku malah terbalik klo nyari tempat makan yg bisa pake qris skrg mang soto dan toko kelontong deket rumah udah bia pake qris.. yuhuuu love sekali,positive
siapa pake qris spartner? punyaku udah disetujui tapi bingung dimanaa qr nya,neutral
Dear orang yang suka bayar pake qris tapi gak sabaran mending pake cash aja dah ribet ajig belom masuk dah cabut aja di lu kepotong di kita gak masuk kalo gagal saldo refund ke lu ke gua jadi nya nombok syalan,negative
ini emng sinyal lagi error apa gmna dah? mau bayar pake qris tadi gabisa trus buka sosmed lemot bgt,negative
Guyss mohon info diy bisa pake qris gak yaa?,neutral
Scan Qris sakti masih bisa yah fee murahh sayy yg butuh gestun spaylater sung wa aja beb #zonauang,neutral
Wal warung yadi di pramuka tu bisa bayar pakai qris lah yo,neutral
-Bu pake qris saged -Ohh ga bisa mas -Ohh transfer saged mboten -Ga bisa mas tunai hanya tunai (pegawainya ikut nimpalin dr belakang : tunai mas cuma bisa tunai) -Ohh njih bu -Tunai mas tunai itu tu atm tu deket di pom -iyo iyoooo su! Crigis men gathel! (tp dalem hati hehehe),negative
sedikit mirip: mau bayar cash mereka ga ada kembalian. mau pake qris minimal 100rb. ya gue tinggal tokonya wkwkwk,neutral
need joki BAB 1 akuntansi yg sekaligus ama mendeley plus pembayaran yg bisa pake QRIS #jokitugas #jokiakuntansi #joki #zonauang,neutral
 HARI TERAKHIR Nikmati Simple Set Teriyaki seharga Rp9.999 di Hokben! Bayarnya tinggal scan QRIS dari Saldo Aktif dan Jenius Paylater. Masih ada 30 ribu kuota promo hingga jam 22:00 WIB malam nanti. Yuk serbu sebelum kehabisan! Cek di https://t.co/NmiF0yfiR9 https://t.co/f8uP51xlmE,neutral
Catet nih Sobatblu! Setiap Kamis jajan Es Kopi Keluarga di Family Mart bisa dapet cashback langsung 6 Ribu loh Bayar aja paker QRIS blu dan masukkin kode voucher BLUFAMMEI2024 ya https://t.co/2CfBUd0Cng,neutral
open jasa cv convert tf transfer pindah saldo antar ewallet fee start 1k prem &amp; start 2k nonprem (belum verif ktp) scan pakai qris qr #zonauang,neutral
Hp soalnya pake qris,neutral
Njir malu banget cerita di Indomaret ada temen aku ngeliat aku. Langsung dong aku tawarin point terus pas bayar pake qris bri abg nya bilang Saldo nya gak cukup kak Anjassssssssyyyyy aksjshahdksjshd Tai banget ga liat liat tapi bisa kok masih ada gopay,negative
wta yang pakai qris gopay itu cairnya biasa kapan yaa? #zonauang,neutral
mau tanya dong yang pake qris gopay selama ini aman ga ya? sfu #zonauang,neutral
Wah uang kepotong dr transaksi qris gagal BCA bulan lali ga balik2 ,negative
Ada yg mengalami brimo ga bs bayar qris ga ??? Eh maksudnya bayar qris pake brimo? @BANKBRI_ID,neutral
maw tanya dong muts kalo misal gopay yg belum upgrade ke gopay plus tuh bisa tf pake qris gasihh?? #wta #zonauang,neutral
Beli nasi goreng bisa pake qris gasi,neutral
Terus sehat dengan yang alami Terus sehat dengan yang lokal🇮🇩 Terus minum jamu tiap hari~~ Jangan lupa transaksinya pakai QRIS myBCA atau BCA mobile! Biar bisa menangkan hadiah menarik di #GebyarHadiahBCA Cek info selengkapnya di https://t.co/jCE0ayp8Qm https://t.co/l1p8LISUHk,neutral
Daftar Situs Slot Gacor Hari Ini Terbaik dan Terpercaya Mandalatoto link gacor resmi aman terpercaya https://t.co/sBK9M4WfYO linkgacor situsgacor slotgacor https://t.co/ec5O5H1rNc,neutral
Penasaran deh sama umkm f&amp;b yg pake qris. Soalnya kan settlement qris bisa 2-5 hari kerja. Itu caranya modalin uang kas buat belanja tiap hari bahan makanan &amp; minuman gmn,neutral
Yuk sedekah subuhnya di pesantren @PeduliYatimBrsm ! Mulai dari 1000 rupiah sudah menjadi bagian bahagiakan adik santri... SCAN KODE QRIS UTK LEBIH MUDAH BERSEDEKAH! Atau transfer Rekening Donasi: BSI : 7243558535 ( peduli yatim bersama) https://t.co/WUVpWlvUHE,neutral
Bismillah Yuk lengkapi Infaq subuh Pakai Qris siapa Tau ada sisa saldo Rp1000 Rp2000 dst Gopay. Link Aja. DOKU. DANA. OVO . ShopeePay. Dll Buat Yatim&amp;Duafa di Muslim Minoritas aja. Konfirmasi klik https://t.co/7tn17dTI0j https://t.co/PWVPrEDzSo,neutral
Dia nih penipu ulung pokoknya qris atas nama ABBOS CELL itu PENIPU akunnya gonta ganti usn. Pokoknya kalo mau transaksi pake qris terus namanya ABBOS CELL jangan mau! FIX PENIPU!,negative
wal cod an shopee kawa pakai qris lah yuu,neutral
BELI CIMORY DOANG DI ALFA PAGI2 DH BIKIN BETMUT TAIIIIIIIIII!!!! Harganya 6 brp gt DI DISPLAY. trs mau bayar pake qris NAH DI ALFA INI ADA QRIS YANG WARNA MERAH ITU YG KITA SCAN. TRS PAS DIKASIR AKU TANYA TOTALNYA BRP AKU JG UDH MAKE SURE DAN TOTALNYA 7RB SESUAI dikomputer https://t.co/JAwl92fU4s,neutral
saldo qris buat 1 orang rt ini + tag akun @drippwy pake kata/emot. end malem #zonauang,neutral
sebel bgt lg pengen beli kopi trs gabisa pake qris gbs pake kartu trs taunya KOPINYA GAADA,negative
orang gila mana yang udah ambil tunai tapi masih scan qris ,negative
WTS ACC AKUN KOSONGAN Y LAMA 9.500 pake qris ⸝⸝：Verif All no mastip ⸝⸝：-ssb (ganti usn) ⸝⸝：Masuk mt non moots ⸝⸝：Data email lengkap #zonauang https://t.co/KkNRjFNyHM,neutral
I : pakai kris ya mba Mba kasir: kyuris? I: ya Iyain ajalah ya ampe besoknya pas mau bayar pake qris i bilangnya kyuris :'v Yang bener ya krissssss aaaaaaaaaa,neutral
Tanyarl kalo di indimirit bayar pake qris ada biaya adminnya gak?,neutral
Isi bensin di SPBU. Sudah diisi ke Tanki baru tahu kalau duit saya dicolong dari dompet.. itu duit satu2nya.. (belum jaman QRIS dsb) Untung punya koneksi internet bisa chat adek minjem duit buat bayar bensin..,neutral
Mana sekarang tukang parkir tuh suka ada aja ide atau caranya. Misal bilang gada receh atau uang kecil gitu nanti mereka mengeluarkan scan barcode. Bayar pake QRIS aja kalo gitu Mbak. TAHIK.,negative
I was about to buy sushi from hero nipah mall terus mau bayar pke qris kan karena gue samsek ga bawa cash. btw sebelum ke heronya gue udah makan di ichiban dan bayar pake qris and it was fine. terus gue mau bayar pake qris lagi kan di hero tapi tuh gabisa kayak-,negative
cek turnitin bisa pake qris #zonauang,neutral
Demi keamanan dan kenyamanan bersama harap periksa transaksi QRIS secara teliti dengan memperhatikan 4 tips berikut! @genpeka_ #GeberPK #Kepercayaan #YangUtama #CIMBNiaga #WaspadaSelalu #KonsumenCerdasPeKABertransaksi https://t.co/W4ECdgOQy3,neutral
BRI gausah diajak pake qris harusnya ,negative
Kalian yang anak ba pernah mikir bayar pajak gasi? Kan transaksi make qris kelacak..... #zonauang,negative
Nyokap gw ni salah satu orang yang suka banget make cash bayar ratusan ribu sampe sejuta aja tetep maunya cash padahal punya debit?? Terus waktu itu gw ajarin cara pake qris sekarang dia ketagihan jir WKWKWK malah nanya duluan bisa pake qris gak bayarnya. ,positive
wtb canva prem yang paymentnya bs pake qris #zonauang,neutral
gi! wtb render ayato yang ini~ kalau bisa pakai qris! https://t.co/olZ2TewdOu,neutral
Ini dana isinya bot semua ye? Dahlah gue tutup qris ya gesyaaa. Gak lagi pake qris dana itu dah,negative
tawarin netflix 1 bulan bayar pake qris #zonauang,neutral
Sobat BRI BRImo Quiz Time is back! QRIS di BRImo bisa digunakan untuk transaksi di luar negeri lho! Di negara mana ya? a. ⁠Brazil b. Meksiko c. Singapura Tulis jawabanmu mention 3 orang teman dan gunakan hashtag #BRImoMudahSerbaBisa Pastikan kamu sudah follow akun BRI dan https://t.co/seN6qJ4fPo,neutral
anak se cashless ini berkelahi dengan parkir cash alias aku berharap semua parkir di dunia ini pake qris.,negative
@Selviyntaa1 Mohon maaf atas kendala transaksi QRIS yang dialami. Apakah sebelumnya sudah pembuatan laporan atas kendala transaksi yang dialami? Hati-hati dalam memberikan informasi akun resmi medsos BRI pasti sudah ter-Verified. Tks~Wila,neutral
 / ↻ are cherished ! ️ HALO HALOO! malem ini karin bawa 6 layout ready stock special WUWA IMPACT yang bisa langsung di-take kapan ajaa dan bisa payment pake qris! mari jajan! ^_____^ sfu #zonauang #zonajajan #zonaba https://t.co/MyIKjdVWq5,neutral
woi mau disney dong yg bs pake qris yeah #zonauang,neutral
Gw baru tau klo kita bayar pake qris trus nominalnya kita lebihin (melebihi instruksinya) nanti uangnya bakal gak bisa diterima alias malah tukang kasirnya yg nombokin,negative
ga diketawain sih tapi kesel banget sama pegawai kopken palembang icon mall. pernah mau pesen thai green tea terus gw tanya mbak pakai qris gopay ya padahal waktu itu gak ada promo apa apa awalnya mbaknya bilang bisa tapi setelah ada temennya yang bisik bisik ke dia -,negative
sumpah malu bgttt makan di tempat tpi tempat makannya gabisa bayar pake qris dan kartu sedangkan kita berdua lagi ga bawa cash,negative
pad! yg jualan ubi cilembu di sayang bisa pake qris ga bayarnya?,neutral
Mandalatoto situs terpercaya no1 #SlotOnline #SlotOnlineBerkualitas #slotgacor #SlotGacorJitu #SlotGacorMantap #SlotGacorSensasi #SlotGacorUntungBesar #SitusAndalan #SitusJackpot #situsgacor https://t.co/tP8hLfKUul,neutral
PRE ORDER MERCH BTS Monochrome Harga Tertera di Foto Bersih Ina (Ems/Cargo tac) Grup Order ️ Testi Spaylater Scan Qris Jatim https://t.co/2o44GtAGuD,neutral
 Guys di bioskop boleh bayar pake qris kah?,neutral
When mau jajan nasgor tp nasgornya gabisa pake qris dan lu gapernah megang uang cash. Minta ke suami adalah koentji https://t.co/fsJQFgMhxn,neutral
hi mau canva prem yang bisa payment pake qris yaa #zonauang #zonaba,neutral
Ci Vale kalo disawer pake qris gak? ,neutral
Perbankan Syariah Makin Agresif Menggenjot Transaksi QRIS https://t.co/Z6fXUwU8Dl #BankSyariah,neutral
Ci Vale kalo disawer pake qris gak? Boleh sayangku asal jangan Qris EXO.,negative
Orang2 pakai qris tuh caranya gimana? Harus download aplikasi kah?,neutral
guys ada yg kenal seller pake qris ini gak? akun dan dm ya ilang dan aku lupa copas informasi netflix yg aku belo dari dia tolong bantu tag kalo ada yg kenal maaciw #zonauang https://t.co/fv7zeinLwz,neutral
Ci Vale kalo disawer pake qris gak? Boleh sayangku asal jangan Qris EXO. Jail... https://t.co/WLFPpIpgVq,negative
Lagi nunggu di Gacoan terus kasirnya manggil atas nama Tobrut? . Lah bjir gw kira yg kaya gitu cuma ada di konten2 tolol Tiktok. DIIKUTI. Indonesia Emas 2045. Sama satu lagi yang paling males kalo ke Gacoan sebenarnya harus bayar Cash/Shopeepay. QRIS LAINNYA ERROR TERUS. https://t.co/wjYGXgbFBc,negative
Harusnya saat bilang QRIS gk perlu ditanya pakai Bank apa cukup buat QRnya. Kan kalo gini jg gk bakal bisa ditipu wong kalo udh kebayar bakal ada notifnya. Msh bingung udh bilang QRIS tp malah ditanya Bank apa ntah apa alasannya pdhl kalo begini kan bisa scan dr apa aja https://t.co/L2lLF48Qcl,neutral
bisa tf superbank ga 10k aja? bayar via qris #zonaba #zonauang,neutral
mau pesen kakak cimol satu ini aja kak bisa pake qris ya,neutral
Parfum Debit Money Gua tetep butuh cash walaupun lebih suka pake qris xixixi,positive
kenapa si kucingan gaada yg pake qris rande det cash lo ak ki,negative
kangen kates mamang rujak madang yang bs pake qris yang bs order buah lewat wa trus dianteri ke gerbang madang,positive
WOI AKU MAU CERITA INI BARU KEJADIAN jadi aku laper bgt bgt bgt akhirnya memutuskan untuk membeli pancong di deket kos nah pas nyampe tu pesenan lagi bikin gua mau bayar pake qris karna emang anaknya cashless bgt tau ga? GABISA DONGGG PANIK GA? PANIKLA MASA KAGA https://t.co/4kxypbZO2B,negative
kmrn pas di XXI aq bayar pake qris mba kasir: bank apa mba? aq: bank jago mba: *ketawa terus joget2* sorry bank jago aq: *ikut ketawa juga* gapapa mba udah biasa aq diketawain terus kami cekikikan sampe transaksinya selesai,negative
