,No,Komentar,Label,Hasil Klasifikasi,Kategori_0,Kategori_1,Kategori_2,TP_0,FP_0,TN_0,FN_0,TP_1,FP_1,TN_1,FN_1,TP_2,FP_2,TN_2,FN_2
6565,554,laku usaha mudah untung proses cepat bank komersial bekerjasama bi menawrkan bunga tingi salah bank buka rekening bank nya syarat mengunakan system qris,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
6089,555,minum teh cafe bayar qris kasir terima bank mandiri kakbeginilah ekosistem digital lemah qris pilihpilih bank,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
6013,556,belanja hemat kumpul mimin informasi belanja hemat cashback mengunakan qris btn mobile tarik banget ayo qris btn mobile transaksi,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
1879,557,langsung proses qris aman akun ful garansi bulan,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7656,558,diskon qris qris motionbank diskon brawijaya hospital saharjo informasi laku desember,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6730,559,sedekah digital qris kotak infaq nu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2236,560,simpel sop turnitin nomor repository file nomor repository proses tunggu menit buka admin tidur cek bayar bebas halaman bebas request filter bayar shopepay linkaja qris seabank,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7014,561,butuh sayur buah segar penuh belanja langsung web gratis kg telur ayam minimal transaksi rp mengunakan bjb digi bjb digicash qris bank bjb periode juli desember,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4960,562,informasi lapor transaksi qris proses maksimal kerja lapor kece lapor aplikasi brimo menu pusat bantu sabrina whatsap nomor akun resmi media sosial terverified tksdendi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3407,563,ratus al qris ac emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4039,564,darurat ortu pegang parkir makan qris pakai banget,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3628,565,kosong qris al acount emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1378,566,minimal transaksi qris brimo tulisanya proses masuk merchant potong jam solusi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6165,567,mohon informasi diy qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
850,568,simpel sepertinye tarik kerja kasir edc ajah suka beda laporanya lapor mesin kasir lapor bank nya lapor qris beda bayar tunai pesan daring,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3335,569,bi kepri catat transaksi qris cernival,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4759,570,quick respons code indonesian standard qris transaksi nontunai cepat mudah aplikasi dompet digital mesin kasir iring popularitas muncul risiko tipu qris palsu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5217,571,transaksi penguna quick respons code indonesia standard qris tumbuh kini transaksi qris capai rp triliun penguna juta oktober,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6599,572,kpwbi solo siap sosialisasi qris mentari news,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3565,573,jual token listrik bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2448,574,mohon maf kendala pending payment transaksi qris tanggal juli alami transaksi kredit setlement kait terima tian,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4218,575,mohon maf keluh alami keluh transaksi qris cek lapor tangan tim resolusi mohon tungu updatenya direct message terima pf,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6876,576,ingin belanja cashles bayar mini market mesin qris mesin dompet digital kira qris sesuai anjur,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
942,577,mrt tol bayar qris tap nfc anti kartu prepaid bayar utama acesibility kartu prepaid,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1388,578,minimal tolong cek direct message masalah transaksi qris mandol sore terima,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3452,579,loh qris livin potong adminya,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3295,580,gagal bayar qris pilih debit hasil habis notif transaksi qris hasil nya bayar makan orang,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2828,581,beli iqiyi buka bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7098,582,qris transaksi bris daring mudah cepat aman,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
2215,583,icloud bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
623,584,bayar dicafe qris sistem error transaksi gagal gaberkurang mobile banking pas pulang notif transaksi hasil potong walopun ribu gaterima report respons,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3714,585,bt promo cashback rp minimal beli rp qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1670,586,qris bawa mudah aman signifikan transaksi digital ketua kadin,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
413,587,netflix bayar qris gpay,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3004,588,informasi qris statis transaksi tangal agustus langsung masuk rekening tampung qris tungu proses setlement otomatis system hari,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5346,589,ned jasa tf payment qris drop fe,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
464,590,metode qris dagang pasar mudah transaksi ayo simak dapat,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
686,591,qris konsep bayar bank nyedian bayar qriskemaren coba qris jenius indomaret sapa superindo yacuman mandiri,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4983,592,minimal kemarin transaksi qris bsi mobile qris toko cek rekening potong qris payment status transaksi proses,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2187,593,ayo daicomnya banget payment qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3917,594,ohya supermarket kemarin potong qris gagal transaksi ujung tunai,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5776,595,lengkap dokumen sila lampir dokumen alamat email bicara goid dinformasikan nomor tiket bicas moga kendala transaksi qris depa,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2772,596,deposit upahslot mudah mengunakan scan barcode deposit mengunakan qris proses transaksi qr code mudah cepat jaga keamananya link resmi ip,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7195,597,murah riah pack bejo sujamer fre ongkos kirim scan barcode qris layar kaca program kontes kdi malam jam mnctv,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
1170,598,transaksi bank lokal indonesia biaya mahal hitunganya transaksi negeri engak qris transaksi qr bank mana fe operasional transaksi murah cepat,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
5825,599,kulit awat hemat say godbye wajah kusam diskon keisha glow bayar qris motionbank sesuai tentu kulit cerah kantong ceria desember informasi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5766,600,sedia deposit qris payment bulantogel transaksi mudah qris payment scan barcode qris deposit langsung proses hitung detik,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5626,601,minimal transaksi qris masuk,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3746,602,al qris acount emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5325,603,ned jasa cv pulsa tsel bayar brp qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3862,604,mohon perihal transaksi qris gagal tolak detil,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3571,605,iya qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
1711,606,kelar bang aplikasi transaksi qris nya pending hari suruh nungu jam suruh nungu telpon nlp solusi jelas,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3639,607,bismilah ayo lengkapin infaq subuh qris sisa rp link doku shopepay yatim dhuafa muslim minoritas konfirmasi klik,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6922,608,bayar zakat mudah scan qris aplikasi brimo nomor rekening,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1009,609,talangin pegang tunai transaksi qris talangin ganti uang jam menit alami teman kayak talangin lupa bayar,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3877,610,duaduanya gerak senderny konfirmasi shope cafenya merchant benar nyangkut kasir track transaksi qris scan tbtb struknya otomatis panik tinggal track transaksi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4491,611,sayur kayak tempat bersih kah beda pasar tradisional utama jual bayar qris,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
5602,612,coba transaksi qris kala transaksi kurang rekening mohon sedia lapor aplikasi brimo pilih menu akun pusat bantu aju adu gagal bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5198,613,lift aglc gazebonya kotor banget sampah piring kotor kembali weh sinyal kantin hilang qris trouble,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
4637,614,chapter bagi cerita alam transaksi mengunakan blu transaksi qris promopromo blu bluvirtual card hinga pengunan bludebit card hits sat contoh kayak,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5839,615,ribu kakak bayar qris ewalet bayar akhir bio kakak,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3283,616,transaksi qris tumbuh persen bank indonesia capai rp triliun,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1426,617,daily transaksi qris tf tarik tunai atm bikos atm ribu,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1905,618,wekend enak nya nonton konser ims infinite live diskon tiket bundle masuk ims surabaya bayar qris dbank pro ribu ribu beli tiket spot tiket box oh god seru habis,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
7682,619,retwet terima readystock layout aespa hot mes baru harga keach fre retext payment qris layout langsung take ayo jajan,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4499,620,dibraga qris tempel ujung gitar,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6708,621,ajang sosialisasi bjb digital payment bank bjb usung tema pasar ngadigi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
0,622,transaksi transaksi bayar qris aman lancar jaya,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
928,623,disagre efisiensi transaksi qris rumit banding transaksi manfatin fitur paywave simply tinggal tap card praktis efisien,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
2724,624,bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6379,625,loh ricky kemarin jalan hahaha coba scan wechat bayar qris penasaran,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2342,626,bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4312,627,tunai biar jajan also kayak enak bayar qris mah alas jajan,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5801,628,transaksi qris kartu kredit virtual banget brimo loh,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
150,629,kang bayar qris aplikasi keluar,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4997,630,wta qris transaksi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
7694,631,terima sambutanya temu lain tag irfan hakim qris georgia khodam ipk pbnu daging siang elaelo ronaldo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
3518,632,cek cek qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4872,633,selamat malam jasmine transaksi qris sat sedia transaksi thailand malaysia terima dafa,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4905,634,promo laku transaksi merchant malaysia qris aplikasi promo laku akun pajak hadiah ditangung menang hak tindak user curang penyalahgunan,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1842,635,yuhu seru ayo sapa nyanyi bareng kahitna ims infinite live tiket bundle promo spesial disc cui masuk ims surabaya danamon qris dbank pro ribu ribu beli tiket spot tiket box,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
499,636,octo mobile belanja daring bukalapak blibli dinomarket transaksi qr bayar tagih menu bil payment belanja ofline merchant mengunakan qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6277,637,wta bikin qris bayar aplikasi nya,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6890,638,merchant promo tarik permatamobile qr bayar transaksi merchant logo qris dptin cashback brlaku harimaks rp mingu nasabah mantap,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6332,639,sistem bayar qris biaya transaksi us bahas,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5838,640,virtual credit card jadi kartu kredit sumber transaksi qris informasi lengkap sila unjung link akun resmi media sosial terverified,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3421,641,al qris akun emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2637,642,bi tetap transaksi rp ribu bebas tarif qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3268,643,jasa pinjam qris fe nya transaksi drop fe,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5081,644,sobat informasi merchant qris singapore terima transaksi qris lintas negara crosborder merchant qr singapore logo nets qrsg qr sgqr,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6839,645,mudah bayar qris,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
5291,646,tolol nemen wis pesan crepes ora ngawa uang tunai tolol abiz tolol saiki nyg deg degan nemen orabisa bayar qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
4540,647,kupon belanja redem bripoin cashback transaksi merchant qris brimo gas unduh brimo cek informasi detail,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2751,648,bank indonesia bebas tarif bayar qris transaksi bawah rp ribu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7299,649,pilih aplikasi bayar qris pindai standardisasi kode qr mudah transaksi jual beli ayo buka gawai pindai qrisnya sama,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1777,650,konser ims infinite live kahitna rizky febian diskon tiket masuk ims surabaya bayar qris dbank pro ribu ribu fixlah hemat,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
6442,651,luncur qr code indonesian standard qris ungul serentak indonesia,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4856,652,ajar qris baca kris transaksi laku negara asean jujur qris hahahaha transaksi nfc ramai indonesia biar tinggal sorong handphonesmartwatch,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4582,653,giat tuju paham mahasiswa uin khas jember kait transaksi aman rumit qris cinta banga paham rupiah kupas tuntas beasiswa bank indonesia genbi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
161,654,retwet buka donasi korban jadi plumpang donasi salur penuh target donasi sila scan qris nominal terima senang hati terima,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7325,655,duitah dongo ciel kerja scan qris mulu tai ciel stop,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3597,656,cek rutin jaga sehat cek rutin kimia farma lab klinik dapat diskon qris motionbank sesuai tentu sst bayar tinggal scan laku agustus informasi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1639,657,ilmin program cashback transaksi sukasuka qris payment livin mandiri daftar merchant program,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3844,658,pas cek benar pakai transaksi qris atm tunai malih,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5610,659,untuk fasilitas adu aplikasi bantu kronologi beli obat transaksi qris transaksi gagal potong ngadu cuman suruh aju adu brimo hari cuman proses,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
4308,660,pemkab kudus hadir layan program bayar retribusi layan parkir tepi jalan transaksi nontunai qris nama sip parkir,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
63,661,kuliner hemat bayar scan qris octo mobile nikmat cashback beli fb merchant favorit pilih aman traksaksi nyaman tinggal scan qris octo mobile,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
2320,662,open cv ewalet tf bank bayar virtual account seabank briva fastres convert jasa linkaja jago bsi mandiri qris non premium gpay tambah astrapay isa permata co bcda neobank,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4103,663,akulaku sedia fitur qris mudah penguna transaksi bayar simak tampil fitur qris aplikasi akulaku mudah,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3070,664,digitalisasi transaksi uang qris laju sulawesi utara upaya salah satu digitalisasi kanal bayar retribusi perintah,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4224,665,wta minjem qris fe nya transaksi nominal,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3594,666,informasi go piece bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2876,667,bang jajan olive bayar kadang qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6481,668,least bayar qr code penuh meja kasir bi rilis qris laku,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3049,669,sobat informasi transaksi qris kartu kredit sumber mengunakan kartu kredit reguler fitur kartu kredit co branding card tokopedia card traveloka btn gadai,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2884,670,bayar qris baru aplikasi ganti bayar minimal,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6102,671,jasa cv neobank nomor rek qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4322,672,bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3924,673,qris pospay kecuali fitur qris pospay aneh bayar pos indonesia hidup segan mati,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
4578,674,luncur qris bank mega syariah buku transaksi rp juta,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2742,675,tambah biaya layan qris laku transaksi ribu ransaksi ribu kena biaya qris merchant diskon rate persen,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1254,676,qris singkat quick respons code indonesian standard standar kode qr kembang bank indonesia mudah transaksi bayar elektronik indonesia,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1262,677,mudah transaksi qris bantu laku umkm partisipasi volume transaksi lebaran ketua kadin,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5037,678,cepat digitalisasi sistem bayar efisiensi transaksi luas ekosistem ekonomi uang digital ekd efektivitas implementasi bijak qris tuntas merchant diskon rate usaha mikro umi luas kerja qris antarnegara,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
541,679,mint tukang soto goba tukang seblak qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2969,680,transaksi gampang dompet ketingalan tinggal scan qris indibiz gampang,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
508,681,ned netflix bulan bayar qith qris drop pl user dua nya bayar,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2737,682,transaksi qris tangal juli jelas suruh nungu aplikasi bobrok,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
6074,683,scan qris get brp,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7002,684,shopepay kfc cashback rp periode juli tinggal scan qris otopay aplikasi shope cek promo shopepay lai,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
173,685,sobat informasi transaksi qris kartu kredit sumber mengunakan kartu kredit reguler fitur kartu kredit co branding card tokopedia card traveloka btn,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6721,686,bank bjb terap piloting pengunan quick respons code indonesian standard qris fitur bayar uang elektronik baru bas ponsel,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3224,687,bi kepri catat nilai transaksi qris capai rp triliun hinga juni,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1492,688,transaksi qris status gagal merchantpun terima jam refund,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
3111,689,jajan bazar tujuh bas bingung tinggal bayar qris shopepay lupa promo cashback transaksi sobat shopepay ayo coba,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5330,690,qris wkwkw pinjam orang belah berani,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3198,691,sobat khawatir informasi transaksi bayar qris proses transaksi sila kece mutasi rekening kala aplikasi brimo,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1558,692,transaksi qris repot status pending nelp cal center bank cuman bayar ribu paksa kasir bayar tunai nelp cal center kena pulsa,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
190,693,krl yksolo bayar scan qris gotransit mantap sblmnya linkaja stop,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3484,694,kosong qris al akun emailpasword go gren masuk mtht mulchar pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2229,695,simpel sop turnitin nomor repository file nomor repository proses tunggu menit buka admin tidur cek bayar bebas halaman bebas request filter bayar shopepay linkaja qris seabank,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
820,696,april sobat bumn brimo transaksi bayar takjil praktis fitur qris bayar zakat fitur donasi thr setor tunai streaming kaji lancar top paket data,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
2450,697,mohon maf ketidaknyamananya salah setle transaksi qris nasional statis dinamis transaksi tangal juli tersetle transaksi tangal juli tersetle tian,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5938,698,buka scan qris conv store langsung masuk nominal tinggal scan otomatis potong saldo,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2319,699,bayar qris fraud gmpg banget yak theres prety big hole,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
474,700,selamat sore sat kendala transaksi qris pasti jaring stabil transaksi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3994,701,qris error kah qris beli baso afung potong saldo bayar afungnya masuk paksa debit,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
5131,702,ngakak banget habis belanja aeon bsd handphone literaly mati internetnya wifi mati bodohnha bawa dompet bayar kasir qris tethering handphone spv,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
7355,703,terima stock modboard deco layout al ive members ryujin itzy miyawaki sakura klayout thru scan qris direct message take layout nya tags ive yujin gaeul rei wonyoung liz leseo ryujin sakura,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5715,704,malam mandiri minimal transaksi qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4090,705,minimal transaksi qris potong gasampe tuju,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
297,706,orang mimin orang transaksi qris like balas qris seabank sebanyakbanyaknya hadiah spesial mimin,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
5816,707,senang hati informasi proses setlement transaksi qris dinamis setlement setlement otomatis,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
461,708,maf bikin kakak nyaman aplikasi blu sat kendala transaksi qris kakak kirim tampil gambar kendala kakak alami direct message minblu informasi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6649,709,dukung edukasi pengunan qris acara fintech festival bank indonesia fifesbi cirebon,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6797,710,gojek linkaja support qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4410,711,benci banget ngu cuman perkara bayar cuman qris kartu sedia cuman perkara biar kartu aktif target ambil rumah bth credit score bagus,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3763,712,want sel kuota xl akrab sharing gb rewards gb area gb area gb area gb area gb aktif harga sisa al payment qris fastresp,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3549,713,butuh cv convert tf pindah ewalet bank ayo fenya ewalet premium ewalet nonprem verif qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
604,714,get ayo co rumit menit scan qris link,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1379,715,sobat mohon maf kendala transaksi qris tindak mohon sedia buat lapor aplikasi brimo pilih menu akun pusat bantu hubung contact,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7587,716,sobat mohon maf ketidaknyamanan alami transaksi kurang rekening mohon sedia lapor aplikasi brimo pilih menu akun pusat bantu aju adu gagal bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
529,717,mudah transaksi pasar tradisional depok fasilitas qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1655,718,alo mimin point alo bank pakai transaksi qris merchant ct corp transmart wendys bayar mega finance aplikasi alo bank ek,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3699,719,gampang bayar qris kartu kredit brimo,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2237,720,bingung bayar debit card qris self layan monitor pesan mcd jelasin step bayar counter kikuk banget bingung,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
186,721,phm keluh keluh transaksi qris sila tungu informasi direct message terima pf,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1957,722,asyik banget konser ims infinite live nyanyi bareng kahitna tiket bundle promo disko spesial ims surabaya danamon qris dbank pro ribu ribu beli tiket spot tiket box informasi lengkap,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
90,723,bekal tahu praktek mengunakan qris transaksi laku belanja donasi sedekah qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5946,724,anjg lambat banget scan qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
7153,725,qris cetak discan,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
6590,726,bi regulator pjsp penyelengara jasa sistem bayar upaya ambil langkah strategis visioner adaptif salah satu terap qris efektif laku januari kuat kesiap indonesia songsong era digitalisasi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7290,727,genjot transaksi qris bank mandiri mengandeng juta merchant indonesia,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6745,728,dorong implementasi qris ekosistem didik,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
362,729,keluh transaksi qris sila email id terima pf,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6163,730,dear orang suka bayar qris sabar mending tunai rumit ajig masuk cabut lu potong masuk gagal refund lu nya nombok syal,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
6559,731,transaksi qris aplikasieklotok,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
954,732,bayar qris id transaksi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
7360,733,sistem qris transaksi bayar pajak daerah kabupaten bengkal mudah,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6852,734,dagang pasar lamongan transaksi qris eretribusi media coruption expose,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6316,735,close,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1805,736,banget nonton rizki febrian ims infinite live tarik diskon tiket bundle masuk ims transaksi danamon qris dbank pro ayo,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3592,737,dips sayur gas pembayaranya qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
